Name,Title,Rating,Comment
Ko,"







  
  
    Poor quality
  
",1.0 out of 5 stars,"







  
  
    Paper quality is very worst . Not worth. Please don't buy.
  
"
SHELNARD,"







  
  
    Worth of price. A must buy book for physics geeks.
  
",5.0 out of 5 stars,"







  
  
    Worth of its price. You really go on a journey of universe,time travel and most importantly Black holes with sir Hawkin.
  
"
Pradipta Sankar Pathak,"







  
  
    Must buy book .......
  
",5.0 out of 5 stars,"







  
  
    A marvellous book for cosmos lovers and everything explained in an absolutely outstanding way.
  
"
lokenrc,"







  
  
    complicated cosmos in simple languag
  
",5.0 out of 5 stars,"







  
  
    A well established great book explaining the complicated cosmos in simple language.
  
"
alpha,"







  
  
    Hahaha
  
",5.0 out of 5 stars,"







  
  
    Just reviewable ....it's great in it's conceptual clearance...
  
"
Banshraj Pandit,"







  
  
    Glamarous
  
",5.0 out of 5 stars,"







  
  
    Excellent book, page quality is very good. Thank you amazon.
  
"
ROSHAN KUNDU,"







  
  
    Nice
  
",4.0 out of 5 stars,"







  
  
    It is nice
  
"
Amazon Customer,"







  
  
    😇
  
",5.0 out of 5 stars,"







  
  
    This book takes the reader to a nice ride of the cosmos
  
"
Saurabh Sharma,"







  
  
    One the finest books ever written
  
",5.0 out of 5 stars,"







  
  
    amazing
  
"
ranie,"







  
  
    easily
  
",5.0 out of 5 stars,"







  
  
    U cant keep dis book down once u started reading it.... it reveals many mysteries about universe.... easily understandable
  
"
Parveen B.,"







  
  
    BEST BOOK
  
",4.0 out of 5 stars,"







  
  
    Superb book but quality is not upto mark.This I book is just for physics moves like me
  
"
Tanvir Ahamed,"







  
  
    Superb
  
",5.0 out of 5 stars,"







  
  
    Outstanding
  
"
Dhanabharathi,"







  
  
    Overall
  
",5.0 out of 5 stars,"







  
  
    😘😘😘😘😘😘😘😘😘😘amazing book from amazing mind
  
"
Naman Thakkar,"







  
  
    Few pages are not printed For which i had to ...
  
",3.0 out of 5 stars,"







  
  
    Few pages are not printedFor which i had to download pdf which irritated me n broke my link
  
"
Ripal Vyas,"







  
  
    Cool
  
",5.0 out of 5 stars,"







  
  
    🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
  
"
Anonymouss,"







  
  
    Brilliant book from brilliant mind
  
",5.0 out of 5 stars,"







  
  
    Very interesting and easy to understand book
  
"
Amazon Customer,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Amazon Customer,"







  
  
    Good
  
",3.0 out of 5 stars,"







  
  
    Good
  
"
Priyank Rai Saxena,"







  
  
    awesome books
  
",5.0 out of 5 stars,"







  
  
    the book deals with all the history of how solar system and all were were made. Do not want to be a spoiler but the us awesome. Must read.
  
"
ayush10,"







  
  
    dont buy it bu will regret after buying
  
",3.0 out of 5 stars,"







  
  
    not as per my expectations and thus i have returned it
  
"
sarvesh,"







  
  
    Good book
  
",4.0 out of 5 stars,"







  
  
    Good book
  
"
Tanish,"







  
  
    For my favourite  scientist Stephen Hawking
  
",5.0 out of 5 stars,"







  
  
    The best book  ever  on astronomy  and theoretical physics
  
"
Su,"







  
  
    https: //www. amazon.
  
",4.0 out of 5 stars,"







  
  
    https://www.amazon.in/dp/0553175211/ref=cm_cr_ryp_prd_ttl_sol_4
  
"
Amazon Customer,"







  
  
    A classic.
  
",5.0 out of 5 stars,"







  
  
    It’s Hawking!
  
"
Aman kumar,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    very good book in simple language. if you are interested in astronomy then must read.
  
"
Rishav Kumar,"







  
  
    Do read
  
",5.0 out of 5 stars,"







  
  
    Awesome
  
"
SANTHANAKRISHNAN.G,"







  
  
    Stephanhawking is a king of science...
  
",5.0 out of 5 stars,"







  
  
    Very usefull book especially for teachers like me...
  
"
Pranav Rakshe,"







  
  
    Mind Blowing!!
  
",5.0 out of 5 stars,"







  
  
    Excellent book for future cosmologists!!
  
"
Benil,"







  
  
    Useful
  
",5.0 out of 5 stars,"







  
  
    Very easy to understand basics of physics
  
"
Sachin Singh,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Worth of money
  
"
Pradeep Singh Rathore,"







  
  
    Worth it
  
",5.0 out of 5 stars,"







  
  
    Buy as fast you can
  
"
Amazon Customer,"







  
  
    Interesting read
  
",5.0 out of 5 stars,"







  
  
    Amazing book... Must read
  
"
Amazon Customer,"







  
  
    Unfold the Universe.
  
",5.0 out of 5 stars,"







  
  
    The flowing time, the expanding space,Even ALS couldn't reduce Hawking's pace.Lose yourself in the Universe reading every line,What are you waiting for? It's the Brief History of Time!
  
"
Vivek Chauhan,"







  
  
    Great
  
",5.0 out of 5 stars,"







  
  
    Very good book.....
  
"
Mayank Bansal,"







  
  
    Nice book
  
",5.0 out of 5 stars,"







  
  
    I really enjoyed this book.
  
"
Amazon Customer,"







  
  
    Masterpiece
  
",5.0 out of 5 stars,"







  
  
    Nice
  
"
Amazon Customer,"







  
  
    Good
  
",4.0 out of 5 stars,"







  
  
    Good
  
"
mimi,"







  
  
    Splendid
  
",5.0 out of 5 stars,"







  
  
    How to review the master?
  
"
B.Lakshmaiah,"







  
  
    Good
  
",4.0 out of 5 stars,"







  
  
    Excellent book good message written by Stephen hawking
  
"
sanjay,"







  
  
    Goo
  
",5.0 out of 5 stars,"







  
  
    Book was little folded on the edge but okay
  
"
Atif,"







  
  
    Superb book
  
",5.0 out of 5 stars,"







  
  
    Must buy if Ur interested in space
  
"
Radhika,"







  
  
    Loved it
  
",4.0 out of 5 stars,"







  
  
    Poor quality of pages.. nice book otherwise
  
"
Sruthi Sivakumar ,"







  
  
    Paper quality wasn't that good
  
",4.0 out of 5 stars,"







  
  
    One of his best works but poor paper quality
  
"
NIKHILDEV K.S,"







  
  
    Very good
  
",5.0 out of 5 stars,"







  
  
    Very good
  
"
Ankit Singh,"







  
  
    Not good
  
",3.0 out of 5 stars,"







  
  
    Fake pages
  
"
Rajalekshmi.J.S,"







  
  
    U wont be disappointed
  
",4.0 out of 5 stars,"







  
  
    It gets complex towards the end
  
"
manisha,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Awesome book
  
"
RANJITH K SIVAKUMAR,"







  
  
    Thoroughly enjoyable.
  
",5.0 out of 5 stars,"







  
  
    One word: Fantastic!
  
"
Rakesh,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Very good product
  
"
smitha sukumar,"







  
  
    One Star
  
",1.0 out of 5 stars,"







  
  
    What i got was a pirated copy...How can sell a duplicate one in its original price..Totally disappointed
  
"
ravi teja,"







  
  
    Must-read book
  
",5.0 out of 5 stars,"







  
  
    This is a must read book for people interested in theoretical physics
  
"
Arsalan Khan,"







  
  
    Nice Book
  
",5.0 out of 5 stars,"







  
  
    What a book!!!
  
"
Vikram,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Very good book for technical analysis
  
"
Pawan karandikar ,"







  
  
    Nice one
  
",5.0 out of 5 stars,"







  
  
    It's very nice.book has lite wet & pages are well printed👍👍👍
  
"
Goutham,"







  
  
    Best book ever
  
",5.0 out of 5 stars,"







  
  
    Nice book for science lovers .this book covers the development of science in an order.and understand one thing . love the science
  
"
Jasleen saini,"







  
  
    Great
  
",5.0 out of 5 stars,"







  
  
    Great
  
"
M VENKATESH,"







  
  
    Easy for layman to understand
  
",5.0 out of 5 stars,"







  
  
    Best book for science enthusiasts
  
"
Abhay Pratap Singh,"







  
  
    Readers choice
  
",4.0 out of 5 stars,"







  
  
    Give me A brief knowledge about the Big bang theory....
  
"
Gowtham prasad,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Mani Prakash,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    A good book with the basics a common man need to know. Very simple enough . . . . .
  
"
Karthik,"







  
  
    Superb book Covers a whole lot of stuff (extremely small ...
  
",5.0 out of 5 stars,"







  
  
    Superb bookCovers a whole lot of stuff (extremely small to extremely large)A must read if your someone who likes physics
  
"
Subash Rupamajhi,"







  
  
    Theory of everything
  
",4.0 out of 5 stars,"







  
  
    Amazing story ❤️😍
  
"
Amazon user,"







  
  
    Gud
  
",5.0 out of 5 stars,"







  
  
    Gud
  
"
Ashish K,"







  
  
    Bad quality seller
  
",1.0 out of 5 stars,"







  
  
    Paper seems like a printed one.
  
"
Amazon Customer,"







  
  
    Excellent purchase
  
",5.0 out of 5 stars,"







  
  
    Original fine product
  
"
Darpan Sarkar,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Goodnight
  
"
Tanmay Garg,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    An amazing book and really worth to be read for all those who are always interested in astronomy
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Good Product.
  
"
Amazon Customer,"







  
  
    Good stock with Amazon
  
",5.0 out of 5 stars,"







  
  
    Like
  
"
Veda,"







  
  
    Great book!!
  
",5.0 out of 5 stars,"







  
  
    A must have!!
  
"
Yadav Sunil,"







  
  
    Old publication
  
",3.0 out of 5 stars,"







  
  
    Dnt have chapter Warm hole n time travel...... old publication of 1995 new publication available in market n also online pdf file...
  
"
SAJID,"







  
  
    The books quality is awesome..
  
",5.0 out of 5 stars,"







  
  
    This is the best book for someone who isn't from science background and wants to know about the universe.....
  
"
Arka S.,"







  
  
    Great product
  
",5.0 out of 5 stars,"







  
  
    Great product with very fast delivery.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Excellent reading though a tough subject.
  
"
Yomkek Nada,"







  
  
    Time and blackhole
  
",5.0 out of 5 stars,"







  
  
    It aws.. It give new idea cosmos and time .
  
"
Danial,"







  
  
    I LOVED IT !!!!!....
  
",5.0 out of 5 stars,"







  
  
    Interesting book to read the GREAT TIME KILLEReverything about universe
  
"
Rahul Nath,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    The book is good. One must read it........
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    very informative
  
"
sachin,"







  
  
    Font size of book is too small and binding is ...
  
",1.0 out of 5 stars,"







  
  
    Font size of book is too small and binding is also not reader friendly so I had to return it.
  
"
Amazon Customer,"







  
  
    A great
  
",5.0 out of 5 stars,"







  
  
    No comments!..A great book
  
"
KAMAL PANDEY,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Simply superb!!!
  
"
Yash dangat,"







  
  
    Nice
  
",5.0 out of 5 stars,"







  
  
    👍👍👍
  
"
Diya A.,"







  
  
    Great book
  
",5.0 out of 5 stars,"







  
  
    👍👍👌
  
"
Amazon Customer,"







  
  
    Amazing book
  
",5.0 out of 5 stars,"







  
  
    10/10 would recommend
  
"
Shreshta,"







  
  
    🤩🤩👌
  
",4.0 out of 5 stars,"







  
  
    Book is very knowledgeable 🤩
  
"
Amazon Customer,"







  
  
    As good as better than best .
  
",5.0 out of 5 stars,"







  
  
    The narrative of this book is excellent and it worth 5 stars on pleasure of reading this book .I would seriously recommend this to science lovers .
  
"
Puja Padmakar Gade,"







  
  
    The best book on Astrophysics
  
",5.0 out of 5 stars,"







  
  
    This is the best book and I salute S Hawking to write such a miracle book.
  
"
Blazing Sun,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    nice one
  
"
UsEr_X,"







  
  
    Wow..
  
",5.0 out of 5 stars,"







  
  
    This is the book written by world's most famous theoretical physicist. So read it and enjoy it. It gives you goosebumps at every flipping of the page.
  
"
Hari Krishna K,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    the best book and also reveals the history of time
  
"
Aroon Satija,"







  
  
    good
  
",5.0 out of 5 stars,"







  
  
    good
  
"
Avadhoot,"







  
  
    Fab.
  
",5.0 out of 5 stars,"







  
  
    Must read...
  
"
Safal,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Nice book of exploration and good experience for reading. Got at low price from used books.TY Amazon.
  
"
Prakash Pednekar,"







  
  
    Awesome Book
  
",5.0 out of 5 stars,"







  
  
    Genius work by the genius...Must read by everyone..
  
"
Manas ,"







  
  
    Loved it
  
",5.0 out of 5 stars,"







  
  
    Just awestruck by Hawking's intellectual poweress.
  
"
KISHORE KUMAR Y,"







  
  
    Poor paper quality
  
",4.0 out of 5 stars,"







  
  
    Paper quality is too bad..
  
"
Hritinava,"







  
  
    It seems, I m holding the universe.
  
",5.0 out of 5 stars,"







  
  
    Superb one.
  
"
Soumen Ghosh,"







  
  
    Awesome
  
",5.0 out of 5 stars,"







  
  
    Awesome
  
"
Pritesh,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Ultimate
  
"
J R K GANESH,"







  
  
    Very good👍👍👍👍👍👌👌👌👌👌👌
  
",5.0 out of 5 stars,"







  
  
    It was very amazing book I have readVery good go for it undoubtedly☺👍👌😊😚👏👋👌👌👌👌👌👌👌👌👌👌👐👍👍👍👍👍👍👍
  
"
KJA,"







  
  
    Awesome
  
",4.0 out of 5 stars,"







  
  
    Excellent book and on time delivery on Amazon.Paper quality is not fair
  
"
dalbara singh,"







  
  
    Respected sir, I bought this product from Amazon. ...
  
",3.0 out of 5 stars,"







  
  
    Respected sir, I bought this product from Amazon. I have paid in advance. But this product is not reached to me.plz help.
  
"
TEGWANSH SINGH,"







  
  
    Look is old but knowledge is gold
  
",5.0 out of 5 stars,"







  
  
    100/100
  
"
DEBANJAN MUKHERJEE,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Awesome book
  
"
Shobhit rastogi,"







  
  
    Awesome book..
  
",5.0 out of 5 stars,"







  
  
    must buy,awesome..though the length of book is very small.
  
"
Sanjay,"







  
  
    nice book
  
",4.0 out of 5 stars,"







  
  
    very nicely explained physics
  
"
Babita Kumari,"







  
  
    Yes the book is too good. The first page itself boost the interest to ...
  
",5.0 out of 5 stars,"







  
  
    Yes the book is too good . The first page itself boost the interest to read it.
  
"
Amazon Customer,"







  
  
    Print quality is abysmally low. Not worthy of promotion ...
  
",3.0 out of 5 stars,"







  
  
    Print quality is abysmally low. Not worthy of promotion. Not able to return as packing material was thrown away.
  
"
Vaibhav sharad Pandey,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    A best book written by anybody in field of science.
  
"
Sougata Pramanik,"







  
  
    Buy and read
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Amazon Customer,"







  
  
    Not Original Version And Printing Is Average Good
  
",3.0 out of 5 stars,"







  
  
    Printing Is Not That Good But It Is Readable And It Is Not Original Version Of Book
  
"
Pavan,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Expected a short ER delivery time
  
"
manuri kalyan,"







  
  
    Excellent
  
",4.0 out of 5 stars,"







  
  
    Excellent
  
"
Deipak,"







  
  
    Fake copy
  
",2.0 out of 5 stars,"







  
  
    Fake copy
  
"
Rajat Kumar Behera,"







  
  
    Nice book
  
",5.0 out of 5 stars,"







  
  
    Nice book
  
"
Rahul R,"







  
  
    Excellent
  
",4.0 out of 5 stars,"







  
  
    I like the product more over it is a good book for science beginner
  
"
Archana kushwaha,"







  
  
    good
  
",5.0 out of 5 stars,"







  
  
    Good book very simple explanation
  
"
Darshan k.,"







  
  
    Osm book
  
",5.0 out of 5 stars,"







  
  
    Osm book ...must read one time.....
  
"
Jitendra Prajapati,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very nice bookread at least oncebest book ever
  
"
GD®,"







  
  
    I recommend to buy this 👍
  
",5.0 out of 5 stars,"







  
  
    Very Genuine.
  
"
Abhishek,"







  
  
    Very nice book
  
",5.0 out of 5 stars,"







  
  
    Worth to buy this book
  
"
Krishna,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Its very good but attitude towards other scientist s in view of hawking is very professional
  
"
Divyank,"







  
  
    Nice packing
  
",4.0 out of 5 stars,"







  
  
    It's a good parking of the products
  
"
Bala ,"







  
  
    Best
  
",5.0 out of 5 stars,"







  
  
    Thanks
  
"
Kaustav Roy,"







  
  
    Awwwsome
  
",5.0 out of 5 stars,"







  
  
    Greatest of all time
  
"
sunil dutt,"







  
  
    Book
  
",5.0 out of 5 stars,"







  
  
    good
  
"
Sonam Agrawal,"







  
  
    Awesome!!
  
",5.0 out of 5 stars,"







  
  
    Its an amazing book
  
"
santosh kumar bojja,"







  
  
    👍
  
",5.0 out of 5 stars,"







  
  
    Start & end
  
"
Sharad G,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Wow!!!
  
"
kalyani,"







  
  
    Nice book
  
",4.0 out of 5 stars,"







  
  
    The content in the book was awesome but the paper quality was very bad
  
"
Akshay Varma,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    revealing, exhilarating, intriguing
  
"
Glitz House,"







  
  
    Nice
  
",5.0 out of 5 stars,"







  
  
    Nice
  
"
K K Pavithran,"







  
  
    Best prize
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Shubham pandey,"







  
  
    Excellent
  
",5.0 out of 5 stars,"







  
  
    Great book
  
"
Ankur Anand,"







  
  
    Nice Book
  
",5.0 out of 5 stars,"







  
  
    Amazing
  
"
Rashmi Mourya,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    excellent book
  
"
Sameer Katti,"







  
  
    Well composed !
  
",5.0 out of 5 stars,"







  
  
    Takes you through the history of mankind with plethora of information.
  
"
Ayush kumar,"







  
  
    Not as expected
  
",3.0 out of 5 stars,"







  
  
    Quality of paper is average
  
"
Ambily Rajeevan,"







  
  
    Poor quality of products.
  
",1.0 out of 5 stars,"







  
  
    The book I got was damaged.
  
"
Amazon Customer,"







  
  
    Go for it
  
",5.0 out of 5 stars,"







  
  
    A must read for interesting people 😉
  
"
aneesh mc,"







  
  
    😍😍😍😍😍
  
",4.0 out of 5 stars,"







  
  
    Amazing book......but paper quality not good
  
"
Taksha k.,"







  
  
    Wow
  
",5.0 out of 5 stars,"







  
  
    Amazing journey
  
"
BIJU E.,"







  
  
    Appearance is very bad
  
",1.0 out of 5 stars,"







  
  
    Very awkward packing.  The book seems to be very old!
  
"
Venkat,"







  
  
    About delivery
  
",5.0 out of 5 stars,"







  
  
    Speedy delivery and good printing.
  
"
Himanshu Shekhar ,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Great book!!! Must Read
  
"
KIRAN S MENON,"







  
  
    Awesome
  
",5.0 out of 5 stars,"







  
  
    A must read by every science students
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    BEST BOOK FOR ME EVER.MUST READ
  
"
Guru,"







  
  
    Very easy to understand
  
",5.0 out of 5 stars,"







  
  
    Very interesting to all who have curiosity on universe thing.  Very easy to understand.....
  
"
Aparna,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best book to read. Good packaging
  
"
Farida s.,"







  
  
    Awesome book
  
",5.0 out of 5 stars,"







  
  
    A good book for cosmology
  
"
Rajat Das,"







  
  
    You must buy
  
",5.0 out of 5 stars,"







  
  
    Nice book
  
"
V PARTHIBAN,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Worth to read.
  
"
sk,"







  
  
    Good read
  
",5.0 out of 5 stars,"







  
  
    One must read the book at least once.
  
"
Leeleshwar singh,"







  
  
    Miss u Stephen Hawkins
  
",5.0 out of 5 stars,"







  
  
    Awesom book.....Based upon history of astronomy......Loved it
  
"
Anupam Banerjee,"







  
  
    Excellent book for knowing the unknowns of universe.
  
",5.0 out of 5 stars,"







  
  
    Best non mathematical book on elementary astrophysics for the curious mind to delve into the infinite cosmos.
  
"
Fiasukc,"







  
  
    Super boring
  
",1.0 out of 5 stars,"







  
  
    Boring
  
"
Manish,"







  
  
    ❤️❤️
  
",5.0 out of 5 stars,"







  
  
    👌👌👌👌
  
"
Smeet kachhadiya,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    👍👍
  
"
Meester Jay,"







  
  
    senile
  
",1.0 out of 5 stars,"







  
  
    it's for kids
  
"
Karam Lal Sharma,"







  
  
    👍
  
",5.0 out of 5 stars,"







  
  
    Nice book 👍
  
"
Shweta,"







  
  
    Read this
  
",3.0 out of 5 stars,"







  
  
    Great book content condensed knowledge but poor quality of paper
  
"
Tapas Ranjan Mohanty,"







  
  
    Nice
  
",5.0 out of 5 stars,"







  
  
    Good book
  
"
Renu,"







  
  
    Nice book
  
",5.0 out of 5 stars,"







  
  
    Awesome book for those who love science.
  
"
Chandramohan,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    One of the best books i have read
  
"
LOK BIKASH GOGOI,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Amazon Customer,"







  
  
    astronomer's favourite
  
",5.0 out of 5 stars,"







  
  
    Nice book for conscientious readers and beginners and people who don't have a mathematical view of the Cosmos.
  
"
prakash Govind Sontakke,"







  
  
    Best book ever!!
  
",5.0 out of 5 stars,"







  
  
    Good book
  
"
Jayanta Acharyya ,"







  
  
    Interesting topic in Physics
  
",5.0 out of 5 stars,"







  
  
    Best book I've ever read.....
  
"
Tushar Banerjee,"







  
  
    Awesome
  
",5.0 out of 5 stars,"







  
  
    Awesome
  
"
Shubham patil,"







  
  
    Best
  
",5.0 out of 5 stars,"







  
  
    Best book if you like knowing about space and time
  
"
Amazon Customer,"







  
  
    Good book,
  
",4.0 out of 5 stars,"







  
  
    this book tells search is going on about our home universe and we study lot about our universe but it more than what we think about it.
  
"
Sanjeev Kumar Dhiman,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    Paper quality needs improvement.
  
"
Rishabh singh yadav,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best science book
  
"
Amazon Customer,"







  
  
    Poor cover and cover
  
",2.0 out of 5 stars,"







  
  
    Felt it as a pirated copy...Poor cover and cover print
  
"
Ashok Kumar Yadav,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Good Book
  
"
Kumar sanu,"







  
  
    Very good
  
",5.0 out of 5 stars,"







  
  
    Very good
  
"
Sasha shankarwar,"







  
  
    V good
  
",5.0 out of 5 stars,"







  
  
    V good
  
"
ronak bane,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    good book
  
"
shiva cheripally,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Cost
  
"
K LAKSHMANAN,"







  
  
    Goox
  
",4.0 out of 5 stars,"







  
  
    Good
  
"
K Srinivasan,"







  
  
    Excellent introduction to understand the universe
  
",5.0 out of 5 stars,"







  
  
    Nil
  
"
Krishan S.,"







  
  
    a need of child book. read it learn new ...
  
",5.0 out of 5 stars,"







  
  
    a need of child book . read it learn new wonders of world.
  
"
Bharadwaj,"







  
  
    Wow
  
",5.0 out of 5 stars,"







  
  
    Just Wow.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Best
  
"
Online bliss,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Good read though paper quality could have been better
  
"
Nalini Srivastava,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    It's amazing. It's a complete book for a universe lover. Figures are also very correct.
  
"
Amazon Customer,"







  
  
    Knowing the Universe!
  
",5.0 out of 5 stars,"







  
  
    The best popular Science after George Gamov!
  
"
Babita,"







  
  
    One Star
  
",1.0 out of 5 stars,"







  
  
    Fake
  
"
Amazon Customer,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Awesome
  
"
Surya mani verma,"







  
  
    Absolutely nice
  
",5.0 out of 5 stars,"







  
  
    This book is better
  
"
Deepa mahipal,"







  
  
    Rakshita
  
",5.0 out of 5 stars,"







  
  
    Worth buying
  
"
Mohit Lahoti,"







  
  
    Just the gk
  
",4.0 out of 5 stars,"







  
  
    Not many things new all history
  
"
Priya,"







  
  
    good
  
",5.0 out of 5 stars,"







  
  
    amazing book
  
"
Lalit Mohan,"







  
  
    Dissappointed
  
",3.0 out of 5 stars,"







  
  
    Worst paper quality I have ever seen . this book is really good .I got an old book
  
"
Pawan kalyan,"







  
  
    Must read
  
",4.0 out of 5 stars,"







  
  
    A must read book to gain more knowledge...some what lagging...
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Executed well!
  
"
Naresh ,"







  
  
    Superb
  
",5.0 out of 5 stars,"







  
  
    Osm book
  
"
Ponnan Jayabal,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    good
  
"
Amazon Customer,"







  
  
    Awesome
  
",5.0 out of 5 stars,"







  
  
    A perfect book for high school physics and chemistry aspirants .All concepts explained in a easy way.
  
"
Hrithik Pandey,"







  
  
    The Books of science with wizards!
  
",4.0 out of 5 stars,"







  
  
    Awesome book ever readed!
  
"
Ashutosh S.,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    A very informative and excellent book
  
"
Pabitra Pahari,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very good better than flipkart a junk
  
"
Amazon Customer,"







  
  
    Very nice product
  
",5.0 out of 5 stars,"







  
  
    Nice product
  
"
Amazon Customer,"







  
  
    Three Stars
  
",3.0 out of 5 stars,"







  
  
    Quality of the paper is not good.
  
"
Rahul,"







  
  
    Easy to understand
  
",5.0 out of 5 stars,"







  
  
    Amazing book 😍😍
  
"
shareef,"







  
  
    Good
  
",5.0 out of 5 stars,"







  
  
    Good
  
"
Rohit KUMAR,"







  
  
    Good
  
",4.0 out of 5 stars,"







  
  
    Good
  
"
Sharan,"







  
  
    good
  
",4.0 out of 5 stars,"







  
  
    good book
  
"
susamma p.,"







  
  
    Buyable product.
  
",5.0 out of 5 stars,"







  
  
    Good product you can buy it.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Amazingbook...
  
"
Amazon Customer,"







  
  
    Very good
  
",4.0 out of 5 stars,"







  
  
    Very good
  
"
Rog,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Nicely delivered. Love this book.
  
"
Amazon Customer,"







  
  
    NOT WORTH FOR COLLECTION
  
",2.0 out of 5 stars,"







  
  
    Paper and print quality is very poor. Study Material is OK.Looks like duplicate or photocopied version.
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very good book by stephen Hawking and amazon.
  
"
Ritish Sankar Nath,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Very nice book in such a price
  
"
Quantalore,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    This was seriously an awesome book with quite old printing pages but the content is awesome.
  
"
MD ASIF ANWAR,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    It is good book.
  
"
MD DEROJIO SANTU,"







  
  
    Poor quality
  
",2.0 out of 5 stars,"







  
  
    Page quality is very poor
  
"
Brijesh G.,"







  
  
    Good
  
",4.0 out of 5 stars,"







  
  
    👍
  
"
basheer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    satsfied
  
"
TIJIN THOMAS,"







  
  
    Four Stars
  
",4.0 out of 5 stars,"







  
  
    Nice book
  
"
abishek,"







  
  
    Recived perfectly
  
",5.0 out of 5 stars,"







  
  
    Got a amazing book in a good value thank you amazon
  
"
Sony,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    Great
  
"
Rohi,"







  
  
    Good Book
  
",4.0 out of 5 stars,"







  
  
    Good to Read
  
"
Amazon Customer,"







  
  
    Five Stars
  
",5.0 out of 5 stars,"







  
  
    great book of a great person
  
"
